Campo;Descripción campo;Tabla
g_dig_target_cust_lm_ind_type;Indicador del modelo global que muestra si un cliente es un cliente objetivo digital (que han accedido utilizando la banca en lí­nea), al menos una vez en el último mes.;t_kceg_customer_engagement
g_anchor_product_type;Marca de modelo global que permite discriminar si se trata de un cliente que tiene producto ancla o no siendo el producto ancla el que desarrolla la fidelización del cliente con la entidad.;t_kceg_customer_engagement
g_cust_lqdty_entailment_type;Indicador de modelo global de si el cliente está vinculado, necesario a efectos de liquidez.;t_kceg_customer_engagement
g_comm_act_mh_cust_ind_type;Indicador de modelo global de si cliente titular principal es activo o no desde el punto de vista comercial.;t_kceg_customer_engagement
gf_cust_comm_situation_type;Tipo que muestra cual es la situación comercial del cliente.;t_kceg_customer_engagement
gf_cust_comm_situation_name;Nombre que muestra cual es la situación comercial del cliente.;t_kceg_customer_engagement
gf_model_recall_per;Porcentaje de retirada del modelo.;t_kceg_customer_engagement
gf_model_f1_per;Porcentaje de la f1 del modelo.;t_kceg_customer_engagement
g_movement_id;Código en el modelo global que permite identificar uní­vocamente el movimiento en un modelo global.;t_kmol_set_payment_movements
gf_set_trans_order_details_id;Identificador de los detalles asociados a un conjunto de ordenes de transacción;t_kmol_set_payment_movements
gf_trans_order_details_id;Identificador de los detalles asociados a una orden de transacción;t_kmol_set_payment_movements
g_movement_type;Indicador del tipo de movimiento en el modelo global. Sirve para identificar el producto en el que se origina el movimiento, Por ejemplo: account, card, receipt, transfer,...;t_kmol_set_payment_movements
gf_invest_seq_id;Número que identifica la secuencia de la inversión en un pago de inversiones.;t_kmol_set_payment_movements
g_contract_id;Código de modelo global único que permite identificar el contrato de manera uní­voca a nivel global.;t_kmol_set_payment_movements
g_entity_id;Código que permite identificar de manera uní­voca a la entidad financiera en el modelo global. El campo va a estar formado con paí­s y entidad. Una entidad financiera es cualquier entidad o agrupación que tiene como objetivo y fin ofrecer servicios de carácter financiero y que van desde la simple intermediación y asesoramiento al mercado de los seguros o créditos bancarios. El campo está compuesto por paí­s y entidad.;t_kmol_set_payment_movements
g_branch_id;Código que identifica la sucursal / oficina perteneciente a la Entidad Financiera en el modelo global. Estará formado por el paí­s, la entidad a la que pertenece la sucursal y la sucursal.;t_kmol_set_payment_movements
gf_account_id;Código único e irrepetible asignado a cada cuenta bancaria que garantiza que la operativa realizada se aplique exclusivamente a la cuenta seí±alada como destino u origen por el cliente. Por ejemplo: - En el caso de Europa, este código se denomina Código Internacional de Cuenta Bancaria (IBAN - International Bank Account Number) es un número de identificación que permite validar internacionalmente una cuenta bancaria que tenga un cliente en una entidad financiera. Estándar creado por el Comité Europeo de Estándares Bancarios (ECSB) con el objetivo de facilitar la identificación homogénea de las cuentas bancarias a todos los paí­ses. Tanto el IBAN como el CCC (estándar espaí±ol de cuentas) identifican la misma cuenta bancaria. - En el caso de México, este código se denomina CLABE: Es una norma bancaria para la numeración de las cuentas bancarias en México. Es un requisito para el enví­o y recepción de transferencias domésticas interbancarias de fondos. - En el caso de USA, este código se denomina ABA: Se utiliza para identificar a los bancos en los Estados Unidos y se solicita para realizar una transferencia junto con el número de cuenta. - En el caso de Argentina, este código se denomina CBN. - Etc...;t_kmol_set_payment_movements
gf_movement_id;Codificación interna de la Entidad para la identificación uní­voca de cada uno de los movimientos.;t_kmol_set_payment_movements
gf_operation_date;Fecha en la que se realiza la Operativa Bancaria a la que va ligada la operación o movimiento, que no tiene porqué coincidir con la Fecha en la que se hace efectiva (Fecha Valor). Por ejemplo: En una transferencia, la fecha de ejecución corresponderá al momento en el que se ordena, aunque se hará efectiva y es posible que llegue a la cuenta destino horas/dí­as más tarde).;t_kmol_set_payment_movements
gf_acst_trans_legend_type;Código de la leyenda utilizada para describir brevemente una transacción que se realiza y que puede ser incluida en un estado de cuenta impreso en papel o digital.;t_kmol_set_payment_movements
gf_movement_type;Tipo del movimiento realizado. Por ejemplo: - Disposición Efectivo - Transferencia - Ingreso en cuenta de Intereses de valores - Otros;t_kmol_set_payment_movements
gf_trans_online_batch_id;Código de paquete transaccional que identifica el código de la 'Transacción Online' o el 'Job Batch' donde se crea la transacción;t_kmol_set_payment_movements
gf_commercial_product_grp_id;Identificador de agrupación de productos comerciales, el cual tiene como finalidad agrupar los contratos por la aplicación que los gestiona. Dicha agrupación, también conocida como contrapartida o codiser, es heredada del producto e inmutable a nivel contrato;t_kmol_set_payment_movements
g_owner_account_type;Código que identifica el tipo de propietario de la cuenta en el modelo global. Indica si la cuenta es de una persona fí­sica, jurí­dica, empleada del BBVA, cta. interna, externa etc...;t_kmol_set_payment_movements
g_account_ref_move_id;Identificador del modelo global del movimiento de cuentas asociado a un movimiento de detalle ampliado.;t_kmol_set_payment_movements
g_account_contract_id;Identificador del modelo global que permite identificar el contrato de cuenta de manera uní­voca.;t_kmol_set_payment_movements
gf_related_account_id;Código identificador de la cuenta relacionada. Cuando el movimiento se produce entre dos cuentas se guarda la cuenta secundaria.;t_kmol_set_payment_movements
gf_related_mov_pymt_id;Codificación interna de la Entidad para la identificación uní­voca de cada uno de los movimientos de pago relacionados.;t_kmol_set_payment_movements
gf_oper_nature_type;Tipo o naturaleza de la operación. Valores: - Presencial - Digital - Otros;t_kmol_set_payment_movements
gf_clsfn_operation_type;Clasificación del tipo de operación. Valores: - Frecuente - Programado - Realizada por el cliente - Otros;t_kmol_set_payment_movements
gf_ip_id;Identificador del número de IP. Entendiendo por IP el número único que se asigna al terminal o equipo donde se efectúa la operación.;t_kmol_set_payment_movements
gf_commerce_id;Código interno de la Entidad que permite identificar de manera uní­voca el comercio o establecimiento.;t_kmol_set_payment_movements
gf_atm_id;Código uní­voco que permite la identificación del cajero automático. Un cajero automático es una máquina expendedora usada para extraer dinero utilizando una tarjeta de plástico con banda magnética o un chip (por ejemplo, tarjeta de débito o tarjeta de crédito), sin necesidad de presencia del personal del banco. Los cajeros suelen realizar las siguientes operaciones: - Extracción de dinero en efectivo de la cuenta bancaria o débito. - Actualización de la libreta de ahorros. - Obtención y cambio de contraseí±as olvidadas de banca electrónica o telefónica. - Otros;t_kmol_set_payment_movements
gf_contract_id;Codificación interna de la Entidad que permite la identificación uní­voca de un contrato.;t_kmol_set_payment_movements
gf_channel_id;Identificador de canal (Ví­a/Medio) por el que se ejecuta la operativa bancaria entre el cliente y la Entidad, así­ como la operativa interna de la Entidad.  Por ejemplo:  - Atención Presencial en Oficina - Atención Presencial mediante Tableta del Gestor - Autoservicio propio y ajeno - TPVs propios y ajenos - Call Center - APP Android - APP Blackberry - Tablet Iphone - Net - Samsung TV - Otros;t_kmol_set_payment_movements
gf_rec_update_proc_name;Nombre del proceso que realiza la actualización del registro en el objeto.;t_kmol_set_payment_movements
gf_opern_audit_insert_date;Fecha de auditorí­a de alta en el sistema origen;t_kmol_set_payment_movements
gf_operational_audit_date;Fecha de auditorí­a del sistema origen;t_kmol_set_payment_movements
gf_audit_operuser_id;Auditoria - Identificador del usuario/proceso que ha realizado la inserción/modificación del registro en el objeto ORIGEN (tabla, fichero...);t_kmol_set_payment_movements
g_pan_id;Identificador alfanumérico de longitud variable en el modelo global que se muestra en el anverso de la tarjeta y que permite su identificación de manera uní­voca. Dentro de un mismo contrato de Tarjeta Débito/crédito puede haber diversos Plásticos/Tarjetas fí­sicas a cada uno de los cuales se le asignará un código PAN distinto. (Ejemplo: pago en comercio en TPV, Recuperación del PIN de la Tarjeta...).;t_kmol_set_payment_movements
g_movement_id;Código en el modelo global que permite identificar uní­vocamente el movimiento en un modelo global.;t_kmol_transfer_detail_mov
gf_transfer_move_detail_id;Código del movimiento de detalle de transferencias que identifica un concepto económico dentro de la transferencia.;t_kmol_transfer_detail_mov
gf_ref_transfer_move_detail_id;Identificador de movimiento asociado al movimiento de detalle si corresponde, es sobre el que se aplican los cálculos para obtener el importe relativo al movimiento de detalle.;t_kmol_transfer_detail_mov
g_movement_type;Indicador del tipo de movimiento en el modelo global. Sirve para identificar el producto en el que se origina el movimiento, Por ejemplo: account, card, receipt, transfer,...;t_kmol_transfer_detail_mov
gf_concept_id;Código que permite la identificación de un concepto en concreto, como por ejemplo el concepto de una transacción;t_kmol_transfer_detail_mov
g_banking_operation_id;Código del modelo global que identifica una operación bancaria que desencadena varios movimientos y que sirve para relacionarlos. Por ejemplo: - En una transferencia dentro del mismo banco, tendrí­amos el movimiento que recibe el saldo y el que lo adeuda. - En un pago de una cuota (préstamo, tarjeta de crédito, etc), podrí­an generarse movimientos independientes, para el pago de la cuota, pago de intereses, comisiones aplicadas, etc.;t_kmol_transfer_detail_mov
gf_transfer_detail_amount;Importe del detalle que afecta a impuestos, gastos y comisiones asociados al movimiento de transferencias, con el signo correspondiente.;t_kmol_transfer_detail_mov
g_transfer_detail_ccy_id;Código identificador en el modelo global de la divisa asociada al importe del detalle de la transferencia en base al estándar internacional ISO 4217.;t_kmol_transfer_detail_mov
gf_exchange_rate_agreed_per;Valor de tipo de cambio estipulado entre ambas partes (independientemente del tipo de cambio que haya en ese momento). Con el objetivo de cubrirse sobre la posible apreciación o depreciación de la moneda, los seguros de cambio, permiten determinar por anticipado el precio de compra o venta de la divisa, eliminando cualquier riesgo respecto al valor del coste de la operación, los pagos a realizar o los ingresos a percibir.;t_kmol_transfer_detail_mov
gf_tax_rate_per;Porcentaje de impuesto que se le aplica al contrato contratado por el cliente en la Entidad.;t_kmol_transfer_detail_mov
gf_tax_type;Marca utilizada para identificar el tipo de impuesto que se le aplica al contrato contratado por un cliente a la Entidad. Por ejemplo: - Impuesto Valor Aí±adido - Otros;t_kmol_transfer_detail_mov
gf_operation_date;Fecha en la que se realiza la Operativa Bancaria a la que va ligada la operación o movimiento, que no tiene porqué coincidir con la Fecha en la que se hace efectiva (Fecha Valor). Por ejemplo: En una transferencia, la fecha de ejecución corresponderá al momento en el que se ordena, aunque se hará efectiva y es posible que llegue a la cuenta destino horas/dí­as más tarde).;t_kmol_transfer_detail_mov
gf_opern_audit_insert_date;Fecha de auditorí­a de alta en el sistema origen;t_kmol_transfer_detail_mov
gf_operational_audit_date;Fecha de auditorí­a del sistema origen;t_kmol_transfer_detail_mov
gf_audit_operuser_id;Auditoria - Identificador del usuario/proceso que ha realizado la inserción/modificación del registro en el objeto ORIGEN (tabla, fichero...);t_kmol_transfer_detail_mov
g_movement_id;Código en el modelo global que permite identificar uní­vocamente el movimiento en un modelo global.;t_kmol_tpv_movements
g_country_id;Código ISO del modelo global que permite identificar de manera uní­voca un paí­s.;t_kmol_tpv_movements
g_entity_id;Código que permite identificar de manera uní­voca a la entidad financiera en el modelo global. El campo va a estar formado con paí­s y entidad. Una entidad financiera es cualquier entidad o agrupación que tiene como objetivo y fin ofrecer servicios de carácter financiero y que van desde la simple intermediación y asesoramiento al mercado de los seguros o créditos bancarios. El campo está compuesto por paí­s y entidad.;t_kmol_tpv_movements
g_local_movement_id_type;Tipo de identificador de movimiento local (cuentas, tarjetas, préstamos, etc) en el modelo global. Sirve para distinguir qué información contiene el identificador local del movimiento.;t_kmol_tpv_movements
gf_local_movement_id;Código único a nivel local que permite identificar el movimiento de manera uní­voca para un paí­s y entidad fijados.;t_kmol_tpv_movements
g_movement_type;Indicador del tipo de movimiento en el modelo global. Sirve para identificar el producto en el que se origina el movimiento, Por ejemplo: account, card, receipt, transfer,...;t_kmol_tpv_movements
g_contract_id;Código de modelo global único que permite identificar el contrato de manera uní­voca a nivel global.;t_kmol_tpv_movements
g_account_ref_move_id;Identificador del modelo global del movimiento de cuentas asociado a un movimiento de detalle ampliado.;t_kmol_tpv_movements
g_banking_operation_id;Código del modelo global que identifica una operación bancaria que desencadena varios movimientos y que sirve para relacionarlos. Por ejemplo: - En una transferencia dentro del mismo banco, tendrí­amos el movimiento que recibe el saldo y el que lo adeuda. - En un pago de una cuota (préstamo, tarjeta de crédito, etc), podrí­an generarse movimientos independientes, para el pago de la cuota, pago de intereses, comisiones aplicadas, etc.;t_kmol_tpv_movements
gf_transaction_id;Codificación Interna que permite identificar de manera uní­voca una Transacción Técnica entendiéndose por Transacción técnica aquella que permite la ejecución y realización de la operativa bancaria. (Transacciones HOST, APX..)  Las Transacciones cuentan con campos de entrada que deben ser completados para invocar a una rutina que permite el desarrollo y ejecución de la operativa que se está solicitando con la transacción.  De forma general existen 3 tipos de Transacciones:  Transacciones de Consulta: Transacciones en las que el cliente por cuenta propia realiza una consulta. (Por ejemplo: consulta posición global, consulta transferencia emitida...)  Transacciones de Operativa: Transacciones que realiza el cliente sobre contratos ya existentes pudiendo ser financiera (afectan a al posición Global del cliente) y no financiera (no afectan a la posición Global del cliente). (Por ejemplo: Una aportación a Plan de Pensiones, realizar una transferencia, petición de talonarios, actualizar libreta...)  Transacciones de Contratación: Transacciones que realiza el cliente para dar de alta un nuevo contrato o renovación de uno existente.También pueden ser de naturaleza financiera y no financiera. (Por ejemplo: Contratación de una cuenta personal, Contratación de BBVANET...);t_kmol_tpv_movements
gf_payment_channel_type;Código que permite identificar el canal a través del cuál se realiza la emisión del pago. Por ejemplo: NetCash, OneBank, H2H, ...;t_kmol_tpv_movements
g_payment_method_type;Indicador del modelo global utilizado para identificar la forma en la que un cliente realiza un pago a la Entidad. Por ejemplo: - Efectivo - Tarjeta - Cheque - Otros;t_kmol_tpv_movements
g_operation_type;Tipo de modelo global que identifica la operacion;t_kmol_tpv_movements
gf_operation_subtype_type;Subtipo de operación como por ejemplo: - Venta con puntos - Venta sin puntos - Venta en meses sin intereses - Venta cancelada  - Contracargo - Otros;t_kmol_tpv_movements
gf_trans_request_hms_date;Hora en la que se solicita la ejecución de la transacción.;t_kmol_tpv_movements
gf_operation_date;Fecha en la que se realiza la Operativa Bancaria a la que va ligada la operación o movimiento, que no tiene porqué coincidir con la Fecha en la que se hace efectiva (Fecha Valor). Por ejemplo: En una transferencia, la fecha de ejecución corresponderá al momento en el que se ordena, aunque se hará efectiva y es posible que llegue a la cuenta destino horas/dí­as más tarde).;t_kmol_tpv_movements
gf_origin_amount;Cantidad monetaria que se asocia a la transacción. Puede ser diferente a la divisa original.;t_kmol_tpv_movements
g_origin_currency_id;Identificador Divisa/Moneda en el modelo global el origen en la que se efectúa la operación/transacción/movimiento, entendiéndose como 'origen' un paí­s o geografí­a distinto al paí­s del contrato del cliente, en formato ISO 4217. Por ejemplo:  En el caso de un Cliente que efectúe una operación (por ejemplo un pago) en USA en Dólares, la divisa origen se considerará el Dólar.;t_kmol_tpv_movements
gf_local_amount;Cuantí­a correspondiente al importe en la divisa del paí­s.;t_kmol_tpv_movements
g_local_currency_id;Código identificativo en el modelo global de la Divisa local en formato ISO 4217.;t_kmol_tpv_movements
gf_cont_multi_curncy_ind_type;Indicador utilizado para indicar si el contrato es multidivisa;t_kmol_tpv_movements
gf_trans_discount_amount;Importe de descuento aplicado por transacción.;t_kmol_tpv_movements
g_trans_discount_ccy_id;Identificador de la divisa del descuento en el modelo global en formato ISO 4217 aplicado a la transacción.;t_kmol_tpv_movements
gf_exchange_rate_amount;Cuantí­a correspondiente a la tasa de cambio, es decir, el valor en moneda local que se debe pagar por una unidad de moneda extranejera. Así­ como el precio de los productos, la tasa de cambio sube o baja dependiendo de la oferta y demanda.;t_kmol_tpv_movements
g_exchange_rate_ccy_id;Identificador de la divisa de la tasa de cambio en el modelo global en formato ISO 4217.;t_kmol_tpv_movements
gf_mif_disc_amount;Importe de descuento Mif (Tasa de intercambio comercial);t_kmol_tpv_movements
g_mif_disc_ccy_id;Identificador de la divisa del descuento Mif (Tasa de intercambio comercial) en formato ISO 4217 en el modelo global.;t_kmol_tpv_movements
gf_mif_disc_per;Porcentaje de Descuento Mif (Tasa de intercambio comercial);t_kmol_tpv_movements
gf_commerce_id;Código interno de la Entidad que permite identificar de manera uní­voca el comercio o establecimiento.;t_kmol_tpv_movements
gf_comm_remittance_id;Código que identifica la remesa generada por los comercios en la liquidación de una compraventa.;t_kmol_tpv_movements
gf_subremittance_id;Identificador de la Subremesa. Folio consecutivo asociado a cada número de remesa (lote de transacciones de un comercio);t_kmol_tpv_movements
gf_card_payment_auth_id;Código que permite identificar la autorización del pago con tarjeta.;t_kmol_tpv_movements
gf_reference_p37_id;Referencia que representa la identificación escrita en los documentos asociados con la operación cuya finalidad es ayudar en su localización. Corresponde con el campo P37 de Price.;t_kmol_tpv_movements
gf_dcc_operation_ind_type;Marca utilizada para indicar si en la operación DCC (servicio de conversión dinámica de moneda) se permite al cliente elegir entre pagar en su propia moneda o en la moneda del paí­s cuando son distintas. En caso afirmativo se pagará en la propia moneda.;t_kmol_tpv_movements
gf_reasons_incidents_desc;Descripción que indica las observaciones libres que registra la persona encuestada sobre lo que sucedió en las últimas interacciones (tanto online, telefónicas o en una sucursal) que tuvo con el banco evaluado. (Ej: 'La última vez llamé, tardaron mucho en comunicarme con el ejecutivo').;t_kmol_tpv_movements
gf_comm_settlement_type;Tipo de liquidación aplicada al comercio, teniendo en cuenta los descuentos. Por ejemplo: - Bono - Descuento único - Especiales - Desglose - Otros;t_kmol_tpv_movements
g_product_id;Código uní­voco que permite identificar toda clase de productos comerciales, financieros, holding, etc de la Entidad en el modelo global.;t_kmol_tpv_movements
gf_serial_pos_id;Identificador de la serie que se le asigna al Terminal de Punto de Venta (TPV).;t_kmol_tpv_movements
gf_model_pos_id;Codigo del tipo de Terminal (TPV/POS) contratado por un comercio a la Entidad. El modelo elegido dependerá de la actividad (venta presencial u online) y de las necesidades que tenga cada uno de los comercios . Por ejemplo: - TPV/POS GPRS - TPV/POS conectado al PC - TPV/POS wifi - TPV/POS móvil - Otros;t_kmol_tpv_movements
gf_acquirer_reference_id;Código que permite la identificación de la referencia del adquirente;t_kmol_tpv_movements
gf_payment_gateway_id;Identificador de la pasarela de pago asociado a la transacción bancaria realizada.;t_kmol_tpv_movements
g_account_contract_id;Identificador del modelo global que permite identificar el contrato de cuenta de manera uní­voca.;t_kmol_tpv_movements
g_card_issuer_country_id;Identificador en el modelo global del paí­s al que pertenece el emisor de la tarjeta en formato ISO 3166-2.;t_kmol_tpv_movements
gf_card_type;Identificador utilizado para indicar la tipologí­a de la tarjeta fí­sica contratada por el cliente sobre la cual según su tipologí­a le aplicarán unas condiciones particuales. Por ejemplo:  - Tarjeta de crédito (cuyo resumen debe ser abonado al finalizar un perí­odo: es decir, cuando el cliente paga un producto o servicio con esta tarjeta, adquiere una deuda y no entrega el dinero de manera inmediata)  - Tarjeta de Débito (el dinero se resta automáticamente de los fondos del cliente).  - Otras tarjetas: Monedero, de revolving, prepago, etc...;t_kmol_tpv_movements
g_card_brand_type;Marca de la tarjeta en el modelo global utilizada en la transacción comercial. Por ejemplo: - Visa - Master Card - American Express - Otras;t_kmol_tpv_movements
gf_card_issuer_type;Código que permite identificar el tipo de emisor de la tarjeta. Por ejemplo: - Nacional propia particular - Nacional propia empresa - Nacional Servired particular - Nacional Servired empresa - Otros;t_kmol_tpv_movements
gf_opern_audit_insert_date;Fecha de auditorí­a de alta en el sistema origen;t_kmol_tpv_movements
gf_operational_audit_date;Fecha de auditorí­a del sistema origen;t_kmol_tpv_movements
gf_audit_operuser_id;Auditoria - Identificador del usuario/proceso que ha realizado la inserción/modificación del registro en el objeto ORIGEN (tabla, fichero...);t_kmol_tpv_movements
g_obfuscated_pan_id;Identificador ofuscado del pan en modelo global. Se trata de una sucesión de asteriscos y digitos, el cual no permite identificar la tarjeta uní­vocamente, pero permite al cliente reconocer la tarjeta a la que hace referencia.;t_kmol_tpv_movements
g_pan_id;Identificador alfanumérico de longitud variable en el modelo global que se muestra en el anverso de la tarjeta y que permite su identificación de manera uní­voca. Dentro de un mismo contrato de Tarjeta Débito/crédito puede haber diversos Plásticos/Tarjetas fí­sicas a cada uno de los cuales se le asignará un código PAN distinto. (Ejemplo: pago en comercio en TPV, Recuperación del PIN de la Tarjeta...).;t_kmol_tpv_movements
g_3d_secure_ind_type;Indicador del modelo global que determina si la operación se ha realizado con 3d secure.;t_kmol_tpv_movements
g_iban_id;Identificador del código IBAN en modelo global asignado a cada cuenta bancaria que garantiza que la operativa realizada se aplique exclusivamente a la cuenta seí±alada como destino u origen por el cliente en el caso de Europa. Este código se denomina Código Internacional de Cuenta Bancaria (IBAN - International Bank Account Number) y es un número de identificación que permite validar internacionalmente una cuenta bancaria que tenga un cliente en una entidad financiera. Estándar creado por el Comité Europeo de Estándares Bancarios (ECSB) con el objetivo de facilitar la identificación homogénea de las cuentas bancarias a todos los paí­ses.;t_kmol_tpv_movements
g_movement_currency_id;Identificador en el modelo global de la divisa en la que se realiza el movimiento en formato ISO 4217.;t_kmol_tpv_movements
g_source_ip_id;Identificador del Modelo Global del número de IP origen. Entendiendo por IP el número único que se asigna al terminal o equipo donde se efectúa la operación;t_kmol_tpv_movements
gf_data_expiration_date;Fecha de expiración del tiempo de vida del registro en el sistema. Fecha que marca el borrado automático.;t_kmol_tpv_movements
gf_movement_amount;Cuantí­a de la operación por el que se ha realizado el movimiento registrado. Este importe puede reflejarse en las siguientes divisas: - Divisa de Liquidación: Divisa sobre la que se ha formalizado el contrato del cliente - Divisa Origen: Entendiéndose como 'origen' un paí­s o geografí­a distinto al paí­s del contrato del cliente;t_kmol_tpv_movements
gf_pisp_ipp_reference_id;Identificador de la referencia PISP o IPP. Es la referencia de las transacciones generadas por los Proveedores de Servicios de Iniciación de Pagos o para los Pagos Inmediatos.;t_kmol_tpv_movements
gf_settlement_date;Momento pactado entre el cliente y la Entidad para que produzca el pago total de una cuenta, ajustar un cálculo o finalizar un cierto estado de algo.;t_kmol_tpv_movements
gf_settlement_oper_status_type;Tipo que indica el estado de la liquidación de la operación, por ejemplo: liquidada, retenida, liberada, otros.;t_kmol_tpv_movements
gf_processor_pos_id;Identificador del dispositivo fí­sico que procesa el pago, conocido como procesadora de TPVs;t_kmol_tpv_movements
g_movement_id;Código en el modelo global que permite identificar uní­vocamente el movimiento en un modelo global.;t_kmol_check_movements
gf_transaction_comments_desc;Información correspondiente a los comentarios de la transacción, que pueden ser completados por el cliente o la aplicación del sistema;t_kmol_check_movements
g_country_id;Código ISO del modelo global que permite identificar de manera uní­voca un paí­s.;t_kmol_check_movements
g_entity_id;Código que permite identificar de manera uní­voca a la entidad financiera en el modelo global. El campo va a estar formado con paí­s y entidad. Una entidad financiera es cualquier entidad o agrupación que tiene como objetivo y fin ofrecer servicios de carácter financiero y que van desde la simple intermediación y asesoramiento al mercado de los seguros o créditos bancarios. El campo está compuesto por paí­s y entidad.;t_kmol_check_movements
g_local_movement_id_type;Tipo de identificador de movimiento local (cuentas, tarjetas, préstamos, etc) en el modelo global. Sirve para distinguir qué información contiene el identificador local del movimiento.;t_kmol_check_movements
gf_local_movement_id;Código único a nivel local que permite identificar el movimiento de manera uní­voca para un paí­s y entidad fijados.;t_kmol_check_movements
g_movement_type;Indicador del tipo de movimiento en el modelo global. Sirve para identificar el producto en el que se origina el movimiento, Por ejemplo: account, card, receipt, transfer,...;t_kmol_check_movements
g_account_ref_move_id;Identificador del modelo global del movimiento de cuentas asociado a un movimiento de detalle ampliado.;t_kmol_check_movements
g_banking_operation_id;Código del modelo global que identifica una operación bancaria que desencadena varios movimientos y que sirve para relacionarlos. Por ejemplo: - En una transferencia dentro del mismo banco, tendrí­amos el movimiento que recibe el saldo y el que lo adeuda. - En un pago de una cuota (préstamo, tarjeta de crédito, etc), podrí­an generarse movimientos independientes, para el pago de la cuota, pago de intereses, comisiones aplicadas, etc.;t_kmol_check_movements
g_account_contract_id;Identificador del modelo global que permite identificar el contrato de cuenta de manera uní­voca.;t_kmol_check_movements
g_check_acct_relation_type;Indicador en el modelo global del tipo de relación entre el cheque y la cuenta, en el sentido de si la cuenta es desde la que se emite (cargo) o la que recibe el cheque (abono). Posibles valores: 'issued' y 'deposited';t_kmol_check_movements
gf_check_id;Código de identificación del cheque. Un cheque es un documento que extiende y entrega una persona a otra para que esta pueda retirar una cantidad de dinero de los fondos que aquélla tiene en el banco.;t_kmol_check_movements
gf_check_serial_id;Código de serie complementario al número de cheque que permite la identificación uní­voca del cheque. Un cheque es un documento que extiende y entrega una persona a otra para que esta pueda retirar una cantidad de dinero de los fondos que aquélla tiene en el banco.;t_kmol_check_movements
g_check_type;Código en el modelo global que permite identificar el tipo de cheque, por ejemplo: al portador, nominativo, etc;t_kmol_check_movements
g_check_status_type;Tipo de la situación en la que se encuentra el cheque en el modelo global Por ejemplo: - Pagado - Compensado - Anulado - Robado - Extraviado - Cancelado - Caducado - Otros;t_kmol_check_movements
g_check_income_type;Tipo de ingreso en el modelo global del cheque depositado en cuenta. Valores posible: - cuenta de cheques - cuenta de cheques NR - cheque bancario - cheque de banco NR - nomina Cheque - pagaré - pagaré NR - débito directo - débito directo NR - Cheque combustible - Gasóleo Subvencionado - Otros;t_kmol_check_movements
gf_operation_date;Fecha en la que se realiza la Operativa Bancaria a la que va ligada la operación o movimiento, que no tiene porqué coincidir con la Fecha en la que se hace efectiva (Fecha Valor). Por ejemplo: En una transferencia, la fecha de ejecución corresponderá al momento en el que se ordena, aunque se hará efectiva y es posible que llegue a la cuenta destino horas/dí­as más tarde).;t_kmol_check_movements
gf_issuing_date;Momento en el cual se emiten los valores o activos financieros. Entendiendo por emisión el acto de crear nuevos tí­tulos, sean acciones, obligaciones, fondos públicos, pagarés, cheques, transferencias, recibos, etc.;t_kmol_check_movements
gf_value_date;Momento en la que se hace efectiva la Operativa Bancaria ejecutada, que no tiene porqué coincidir con la fecha de ejecución. Hace alusión a la fecha valor de la misma. Por ejemplo:  - En una transferencia, la fecha de ejecución corresponderá al momento en el que se ordena el enví­o de la misma, aunque se hará efectiva y es posible que llegue a la cuenta destino horas/dí­as más tarde y por tanto la fecha valor será horas/dí­as más tarde).;t_kmol_check_movements
gf_check_expiry_date;Fecha de caducidad del cheque;t_kmol_check_movements
gf_check_amount;Importe del cheque. Un cheque es un documento que extiende y entrega una persona a otra para que esta pueda retirar una cantidad de dinero de los fondos que aquélla tiene en el banco.;t_kmol_check_movements
g_check_currency_id;Identificador en el modelo global de la Divisa/Moneda en formato ISO 4217 correspondiente al valor nominal del cheque. Esta divisa, junto con el importe, debe estar expuesto de manera explí­cita en el texto del propio documento.;t_kmol_check_movements
gf_total_fees_amount;Importe total de las comisiones asociado a la operación realizada.;t_kmol_check_movements
g_total_fees_currency_id;Identificador de divisa en el modelo global del total de las comisiones asociada a la operación realizada en formato ISO 4217.;t_kmol_check_movements
gf_mail_expenses_amount;Cuantí­a cobrada al cliente asociada a los gastos de enví­o de cualquier tipo de documentación, extractos bancarios.... que puede enviarle la Entidad.;t_kmol_check_movements
g_mail_expenses_currency_id;Código identificador en el modelo global de la divisa de importe de gastos de correo en formato ISO 4217.;t_kmol_check_movements
gf_beneficiary_name;Nombre de la persona beneficiaria.;t_kmol_check_movements
g_operation_entity_id;Código que permite la identificación de la entidad que se encarga de gestionar/operar sobre un contrato/cliente en el modelo global. El campo está compuesto por paí­s y entidad.;t_kmol_check_movements
g_operation_branch_id;Código identificativo de la Oficina/Centro donde se realiza la operación en el modelo global.;t_kmol_check_movements
gf_branch_check_location_name;Nombre correspondiente a la localidad donde se ubica la oficina en la cual se emite el cheque.;t_kmol_check_movements
g_foreign_check_type;Marca utilizada en el modelo global para identificar si el cheque es nacional o internacional. Según la ubicación geográfica de la cuenta de destino podemos encontrar:  - Cheques nacionales: El cheque ha sido emitido de manera Nacional y debe cobrarse en el mismo paí­s. - Cheques internacionales: El cheque se ha emitido o no en el mismo paí­s donde se cobra, pero puede cobrarse en cualquier paí­s de la red bancaria mundial.;t_kmol_check_movements
g_check_issuer_entity_id;Identificador de la entidad que emite el cheque en el modelo global.;t_kmol_check_movements
g_check_issuer_branch_id;Identificador de la oficina que emite el cheque en el modelo global.;t_kmol_check_movements
